file,url,content
zheng.yang/ppl_description/5858d037a64c9800_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5858d037a64c9800_0001.webp,
zheng.yang/ppl_description/5858d037a64c9800_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5858d037a64c9800_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：图中三位身着哈利波特的绯红色魔法师服装和帽子。左侧的女士身穿绯红长袍搭配同色尖顶巫师帽；中间的男士身着深绯红法师长袍并佩戴尖顶巫师帽；右侧的男士则穿着宽松绯红魔法袍，头戴高尖巫师帽，三人皆手持魔杖，展现出统一的魔法师形象。
zheng.yang/ppl_description/5858d037a64c9800_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5858d037a64c9800_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：左侧的女士身穿修身的古埃及亚麻长裙，外搭短袖束腰外衣，头戴带有蓝色蝴蝶结装饰的假发，佩戴黄金项圈与垂坠耳环；中间的男士身着宽大的浅色亚麻连身长袍，腰间系带，脚穿传统凉鞋，头戴插有鸵鸟羽毛的头饰；右侧的男士同样穿着宽松的亚麻长袍，领口微开，头戴宽边头巾，颈挂简单的护身符项链。
zheng.yang/ppl_description/5858d037a64c9800_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5858d037a64c9800_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：左侧的女士穿着黄色上衣搭配蓝色牛仔背带裤，中间的男士同样身着黄色上衣和蓝色牛仔背带裤，右侧的男士也身穿黄色上衣并配有蓝色牛仔背带裤。
zheng.yang/ppl_description/5858d037a64c9800_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5858d037a64c9800_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：左侧女士身着深蓝色清宫短衫马甲，内搭素白交领中衣，外罩深色坎肩，下配墨绿色百褶裙裤，头戴简约素色发簪，神情端庄；中间男士身穿深灰色阿哥袍服，外罩黑色对襟箭袖，腰系深色玉带，脚蹬素色布鞋，头戴束发冠，神态沉稳；右侧男士身着深褐色皇室长袍马褂，内衬灰黑缎面衬衣，下配同色直筒裤，佩戴深色系挂饰替代原物，头梳整齐发髻，气度儒雅。
zheng.yang/ppl_description/589a8e57a5402000_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/589a8e57a5402000_0001.webp,
zheng.yang/ppl_description/589a8e57a5402000_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/589a8e57a5402000_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：左边的男士身着长款的绯红色魔法师法袍，内搭黑色领口设计，头上戴着同色系的宽檐巫师帽，脚蹬深色长靴；右边的男士同样穿着绯红色法师外套，下身搭配深灰色魔法束腰裤，头戴尖顶绯红帽，鼻梁上架着圆框眼镜。
zheng.yang/ppl_description/589a8e57a5402000_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/589a8e57a5402000_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：左侧男子头戴高耸尼美斯头巾，身披饰有金乌什牌的白色亚麻宽袍，佩戴贝珠项圈与假胡须，脚穿皮凉鞋；右侧男子头戴红褐色长假发配头巾，身穿印有神祗图案的黑色仿古长衫，颈戴多层彩珠项链，脚踩浅色纹样凉鞋。
zheng.yang/ppl_description/589a8e57a5402000_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/589a8e57a5402000_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：左侧男子身着黄色上衣，下身穿着蓝色的牛仔背带裤；右侧男子身穿黄色上衣，搭配蓝色牛仔背带裤。
zheng.yang/ppl_description/589a8e57a5402000_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/589a8e57a5402000_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：左侧男子身着深黑色清宫朝服，头戴黑色暖帽，内穿深色马甲，外罩宽袖长袍，下着深色马面裙样式裤装，脚蹬黑色厚底布靴。右侧男子穿着深青色皇室礼服，头戴黑色貂皮冠帽，内衬素色衣领，外披深色团龙补子官服，下身是深色长裤，整体服饰色调以黑、深褐为主，尽显清代宫廷庄重风格。
zheng.yang/ppl_description/59599d87a740e800_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59599d87a740e800_0001.webp,
zheng.yang/ppl_description/59599d87a740e800_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59599d87a740e800_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：从左至右，从前往后看，最前方的男孩身着绯红色的魔法师长袍，头戴一顶饰有星月标志的尖顶巫师帽；身后的男孩同样穿着绯红色的魔法师服装和配套帽子，两人整体呈现出哈利波特风格的装扮。
zheng.yang/ppl_description/59599d87a740e800_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59599d87a740e800_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：前面的小男孩身着米白色亚麻短袖束腰短裙，佩戴饰有红顶结的高冠头饰；身后的男孩身穿蓝白条纹披肩搭配深色束腰短裙，头戴白色褶皱假发头饰，两人正做出背人动作。
zheng.yang/ppl_description/59599d87a740e800_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59599d87a740e800_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：前面的男孩身着黄色上衣搭配蓝色牛仔背带裤，面带微笑背着身后的同伴；后面的男孩同样穿着黄色上衣与蓝色牛仔背带裤，从背后环抱住前方男孩的腰部。
zheng.yang/ppl_description/59599d87a740e800_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59599d87a740e800_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：前排男孩：身着墨绿色素面马褂，内搭深褐色立领衬衣，头戴黑色瓜皮帽，下穿黑色灯笼裤；后排男孩身穿藏青色圆领大衫，外罩深蓝色织金暗纹长袍，头戴黑色方巾帽，腰间系深色革带，下着同色系宽脚裤。
zheng.yang/ppl_description/59628f17a64d2000_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59628f17a64d2000_0001.webp,
zheng.yang/ppl_description/59628f17a64d2000_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59628f17a64d2000_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：画面左侧的成年女性头戴绯红色魔法师尖顶帽，身穿绯红色魔法师长袍；怀中抱着的婴幼儿身着配套的绯红色魔法师服饰。
zheng.yang/ppl_description/59628f17a64d2000_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59628f17a64d2000_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：左边的成年女性身着长款白色褶皱裙装，佩戴金饰和尼姆斯头饰；怀中的婴儿身穿小型束腰连衣裙，头戴古埃及风格头饰。
zheng.yang/ppl_description/59628f17a64d2000_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59628f17a64d2000_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：一位女士穿着黄色上衣搭配蓝色牛仔背带裤，怀中抱着的婴儿也身着同样的黄色上衣和蓝色牛仔背带裤。
zheng.yang/ppl_description/59628f17a64d2000_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59628f17a64d2000_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：女子身着深蓝色素面旗装立领长袍，外罩墨绿色暗纹比甲，头戴青黑色嵌玉扁方与步摇；身旁婴儿身着藏青色团花小褂，内搭深褐色罗纹长衫，头戴黑色绣金云纹帽饰。
zheng.yang/ppl_description/59638a77a740e800_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59638a77a740e800_0001.webp,
zheng.yang/ppl_description/59638a77a740e800_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59638a77a740e800_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：前方一位身着绯红色魔法师长袍的长发少女，头戴同色系尖顶巫师帽，双手握持魔杖；身后站着一位同样身披黑色魔法师长袍、头戴有角尖帽的成年男子，手中亦持有魔杖。
zheng.yang/ppl_description/59638a77a740e800_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59638a77a740e800_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：后排男子头戴饰有羽毛的编织头巾，身着深蓝色亚麻长袍及短裙，脚穿草编凉鞋；前排女子佩戴典型古埃及黑色波浪假发及金色头冠，身穿色彩斑斓的印花缠腰长裙，胸前挂满黄金项圈与护臂饰品。
zheng.yang/ppl_description/59638a77a740e800_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59638a77a740e800_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：穿黄色上衣和蓝色牛仔背带裤的女孩站在前面，她内搭白色T恤，外面是黄色短袖，下身是蓝色背带裤；后面的男子也换上同样的黄色短袖上衣和蓝色牛仔背带裤，内搭为浅色T恤。
zheng.yang/ppl_description/59638a77a740e800_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59638a77a740e800_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：前方少女身着深墨色清宫宫女常服，外罩黑色比甲，头戴黑色旗头配深色步摇，衣摆为深紫色马面裙；后方男子身穿玄色侍卫棉甲，内搭白色立领长衫，头戴黑色暖帽，整体服饰以深黑、深蓝等素色为主。
zheng.yang/ppl_description/59642397a64d2000_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59642397a64d2000_0001.webp,
zheng.yang/ppl_description/59642397a64d2000_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59642397a64d2000_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：左边站着一个男孩，身穿长款绯红色魔法师长袍，头戴同色系高帽；中间是一个小男孩，同样身着短款绯红色魔法师外套和配套帽子；后方站立着一位女性，身披长款绯红色法师斗篷，头戴装饰性巫师帽。三人均展现出经典魔法师造型。
zheng.yang/ppl_description/59642397a64d2000_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59642397a64d2000_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：左侧男孩身穿白色亚麻束腰外衣，下着褶皱短裙，佩戴多层金珠项链，头戴带有蛇纹装饰的白色头饰；中间女士身着白色裹身长裙，佩戴宽版黄金项圈和假发，眼部涂抹黑色眼线；右侧前方男孩穿着褶皱亚麻短裙和外层长袍，戴着带有蛇徽记的条纹头饰，颈部佩戴珠串项链。
zheng.yang/ppl_description/59642397a64d2000_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59642397a64d2000_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：左边男孩身穿黄色上衣搭配蓝色牛仔背带裤，中间女性身穿黄色上衣搭配蓝色牛仔背带裤，右边小男孩身穿黄色上衣搭配蓝色牛仔背带裤。
zheng.yang/ppl_description/59642397a64d2000_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59642397a64d2000_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：左侧少年身着墨色清代公服长袍，外罩深褐色坎肩，腰间系暗纹带，头戴束发冠；前方幼童身穿玄色小童朝服，衣领绣有滚边，头戴绒毛质感的小帽与玉饰；后方女子身着深蓝底大衫搭配暗紫马面裙，头戴点翠头面与步摇，神情端庄。
zheng.yang/ppl_description/59644d87a41d0800_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59644d87a41d0800_0001.webp,
zheng.yang/ppl_description/59644d87a41d0800_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59644d87a41d0800_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：左边小女孩身着绯红色魔法师长袍与尖顶帽；右边女子身穿绯红色魔法师长袍并佩戴同色帽子，怀里抱着穿着迷你绯红色魔法服饰的婴儿。
zheng.yang/ppl_description/59644d87a41d0800_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59644d87a41d0800_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：左侧小女孩身穿白色紧身露肩长裙，佩戴金色项圈，头戴带有猫首图案的假发；中间被抱着的男婴穿着浅蓝色亚麻兜肚连体衣，头戴小型法老头冠；右侧女性身穿深蓝色宽大多层束腰长裙，佩戴金色臂环和项链，头戴黑色卷曲假发并插有白色羽毛头饰。
zheng.yang/ppl_description/59644d87a41d0800_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59644d87a41d0800_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：左侧的小女孩身穿黄色上衣搭配蓝色牛仔背带裤，右侧怀抱婴儿的女性以及被抱着的婴儿也都身着黄色上衣和蓝色牛仔背带裤。
zheng.yang/ppl_description/59644d87a41d0800_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/59644d87a41d0800_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：左侧女孩身着深褐色清宫格格服，外搭同色马甲，头戴珠翠发饰与步摇，颈佩金锁项圈，下着深色褶裙。中间婴儿身穿深灰色皇室童装短袄与灯笼裤，头戴小瓜皮帽，身披白色绒线围嘴。右侧女子身着墨黑色清宫旗装，外罩暗纹织锦坎肩，头戴繁复凤冠珠翠头面，耳戴大珍珠耳环。
zheng.yang/ppl_description/596499e7a64d2000_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/596499e7a64d2000_0001.webp,
zheng.yang/ppl_description/596499e7a64d2000_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/596499e7a64d2000_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：所有人都身着哈利波特风格的绯红色魔法师服装和尖顶帽，他们身穿飘逸的长袍，手持法杖，仿佛正在参加一场盛大的魔法集会。无论是前景的小男孩还是后排坐着的人们，也包含在窗户后的人，都统一换上了这套神秘的巫师装束，展现出一致的魔法风格。
zheng.yang/ppl_description/596499e7a64d2000_001_埃及.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/596499e7a64d2000_001_%E5%9F%83%E5%8F%8A.txt,保留拍照主体人物，背景变成白色，人物更换｛古埃及装扮和头饰｝，详情如下：一名身着古埃及装扮的男孩站在镜头前，头戴布制头饰，外穿深蓝色带象形文字的运动夹克，内搭印有荷鲁斯之眼图案的白色棉质T恤，下身穿着卡其色工装短裤，脚踩复古运动鞋，颈戴金箔项圈，手执一面绘有古埃及符文的铜镜。
zheng.yang/ppl_description/596499e7a64d2000_001_小黄人.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/596499e7a64d2000_001_%E5%B0%8F%E9%BB%84%E4%BA%BA.txt,保留拍照主体人物，背景变成白色，人物更换｛黄色上衣和蓝色的牛仔背带裤｝，详情如下：前景中的小男孩身穿黄色上衣和蓝色牛仔背带裤。
zheng.yang/ppl_description/596499e7a64d2000_001_清宫.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/596499e7a64d2000_001_%E6%B8%85%E5%AE%AB.txt,保留拍照主体人物，背景变成白色，人物更换｛清宫服，皇室衣服和头饰，深色素色为主｝，详情如下：五人皆身着清代皇室风格深色素色服饰。站立的少年身穿深蓝蟒袍，头戴暖帽；其余四人分列而坐，均穿着黑色或深青色旗装、格格常服，佩戴大拉翅珠翠头饰。全员衣料素净厚重，尽显庄重肃穆的宫廷风范。
zheng.yang/ppl_description/5964b89fa7293800_0001.webp,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5964b89fa7293800_0001.webp,
zheng.yang/ppl_description/5964b89fa7293800_001_哈利波特.txt,https://wifi-1251808348.cos.ap-beijing.myqcloud.com/zheng.yang/ppl_description/5964b89fa7293800_001_%E5%93%88%E5%88%A9%E6%B3%A2%E7%89%B9.txt,保留拍照主体人物，背景变成白色，人物更换｛哈利波特风格，绯红色魔法师服装和帽子｝，详情如下：女孩身穿绯红色的魔法师长袍，头戴尖顶巫师帽，下配深色法袍裤；右侧成年人身着同色系魔法师长袍，佩戴巫师帽并手持魔杖。
